DateTime,Class
2023-09-08 01:03:51.128672,[0]
2023-09-08 01:03:54.128672,[1]
2023-09-08 01:03:57.128672,[1]
2023-09-08 01:04:00.128672,[0]
2023-09-08 01:04:03.128672,[0]
2023-09-08 01:04:06.128672,[0]
2023-09-08 01:04:09.128672,[0]
2023-09-08 01:04:12.128672,[1]
2023-09-08 01:04:15.128672,[0]
2023-09-08 01:04:18.128672,[0]
2023-09-08 01:04:21.128672,[0]
2023-09-08 01:04:24.128672,[0]
2023-09-08 01:04:27.128672,[0]
2023-09-08 01:04:30.128672,[0]
2023-09-08 01:04:33.128672,[0]
