DateTime,Class
2023-09-08 00:42:14.339428,[0]
2023-09-08 00:42:44.590183,[0]
2023-09-08 00:42:55.730670,[0]
2023-09-08 00:43:05.730670,[0]
2023-09-08 00:43:15.730670,[0]
2023-09-08 00:43:25.730670,[0]
