DateTime,Class
2023-09-08 00:57:52.979829,[0]
2023-09-08 00:57:53.979829,[0]
2023-09-08 00:57:54.979829,[0]
2023-09-08 00:57:55.979829,[0]
2023-09-08 00:57:56.979829,[0]
2023-09-08 00:57:57.979829,[0]
2023-09-08 00:57:58.979829,[0]
2023-09-08 00:57:59.979829,[0]
2023-09-08 00:58:00.979829,[0]
2023-09-08 00:58:01.979829,[0]
2023-09-08 00:58:02.979829,[0]
2023-09-08 00:58:03.979829,[0]
2023-09-08 00:58:04.979829,[0]
2023-09-08 00:58:05.979829,[0]
