DateTime,Class
2023-09-08 01:07:47.272525,[0]
2023-09-08 01:07:50.272525,[0]
2023-09-08 01:07:53.272525,[0]
2023-09-08 01:07:56.272525,[0]
2023-09-08 01:07:59.272525,[0]
2023-09-08 01:08:02.272525,[0]
2023-09-08 01:08:05.272525,[1]
